"ProductKey","CurrencyAlternateKey","FIRST_NAME","LAST_NAME","OrderDateKey","OrderQuantity","UnitPrice","SecretCode"
"346","FRF","Rachael","Martinez","29.12.2010 00:00:00","1","3399,99","1560928C-5"
"346","USD","Sydney","Wright","29.12.2010 00:00:00","1","3399,99","6320C825-9"
"336","USD","Ruben","Prasad","29.12.2010 00:00:00","1","699,10","1CB995B4-2"
"346","AUD","Christy","Zhu","29.12.2010 00:00:00","1","3399,99","ABBBF07D-E"
"311","USD","Colin","Anand","30.12.2010 00:00:00","1","3578,27","6F320A6D-7"
"310","AUD","Albert","Alvarez","30.12.2010 00:00:00","1","3578,27","16781E08-0"
"351","AUD","Julio","Ruiz","30.12.2010 00:00:00","1","3374,99","37A6961A-5"
"344","AUD","Curtis","Lu","30.12.2010 00:00:00","1","3399,99","D8129C9B-6"
"312","USD","Edward","Brown","31.12.2010 00:00:00","1","3578,27","04C55310-2"
"312","USD","Emma","Brown","31.12.2010 00:00:00","1","3578,27","247E8F0B-0"
"330","GBP","Brad","Deng","31.12.2010 00:00:00","1","699,10","32E2C922-F"
"313","AUD","Martha","Xu","31.12.2010 00:00:00","1","3578,27","4B5EAF2E-6"
"314","AUD","Katrina","Raji","31.12.2010 00:00:00","1","3578,27","7EACB3E3-9"
"314","USD","Courtney","Edwards","01.01.2011 00:00:00","1","3578,27","30816F70-E"
"311","DEM","Abigail","Henderson","01.01.2011 00:00:00","1","3578,27","658795C7-C"
"310","USD","Sydney","Rogers","02.01.2011 00:00:00","1","3578,27","6649DD5C-9"
"311","GBP","Latasha","Alonso","02.01.2011 00:00:00","1","3578,27","4575C045-C"
"314","AUD","Warren","Jai","02.01.2011 00:00:00","1","3578,27","82ED8262-F"
"311","AUD","Jonathon","Gutierrez","02.01.2011 00:00:00","1","3578,27","E310F251-5"
"336","AUD","Alexandra","Watson","02.01.2011 00:00:00","1","699,10","6D8E77B5-F"
"311","USD","Kevin","Gonzalez","03.01.2011 00:00:00","1","3578,27","F4D7F109-7"
"312","USD","Lucas","Hill","03.01.2011 00:00:00","1","3578,27","2124D288-0"
"311","DEM","Melanie","Sanchez","03.01.2011 00:00:00","1","3578,27","20EFA28A-B"
"310","GBP","Louis","Xie","03.01.2011 00:00:00","1","3578,27","178D5A53-4"
"312","GBP","Albert","Blanco","04.01.2011 00:00:00","1","3578,27","C732B9DB-4"
"332","USD","Bonnie","Xu","04.01.2011 00:00:00","1","699,10","9DC44554-8"
"311","AUD","Misty","Raji","04.01.2011 00:00:00","1","3578,27","3EA94916-9"
"311","DEM","Anne","Dominguez","05.01.2011 00:00:00","1","3578,27","05430AAC-C"
"332","USD","Kelvin","Huang","05.01.2011 00:00:00","1","699,10","25DAB358-4"
"311","AUD","Logan","Gonzales","05.01.2011 00:00:00","1","3578,27","5E982C03-9"
"313","USD","Alyssa","Garcia","06.01.2011 00:00:00","1","3578,27","15BCE125-E"
"346","GBP","Mayra","Prasad","06.01.2011 00:00:00","1","3399,99","0C96E1EB-9"
"346","USD","Garrett","Cooper","06.01.2011 00:00:00","1","3399,99","29675B84-A"
"314","AUD","Rosa","Zheng","06.01.2011 00:00:00","1","3578,27","06B90294-A"
"350","AUD","Alejandro","Beck","06.01.2011 00:00:00","1","3374,99","5D734D9F-6"
"312","USD","Patrick","Cook","06.01.2011 00:00:00","1","3578,27","98FF4B2D-B"
"312","USD","Richard","Brooks","07.01.2011 00:00:00","1","3578,27","719DD57F-3"
"310","AUD","Casey","Pal","07.01.2011 00:00:00","1","3578,27","DB5AEA21-2"
"346","AUD","Ruben","Torres","07.01.2011 00:00:00","1","3399,99","72FA58AE-0"
"311","DEM","Lindsey","Andersen","08.01.2011 00:00:00","1","3578,27","B1FD6C81-5"
"312","FRF","Melody","Ramos","08.01.2011 00:00:00","1","3578,27","C9C039AB-3"
"310","GBP","Phillip","Sai","08.01.2011 00:00:00","1","3578,27","128AC7F8-C"
"312","AUD","Cory","Arun","08.01.2011 00:00:00","1","3578,27","800BA2AC-C"
"310","USD","Jeremiah","Martinez","09.01.2011 00:00:00","1","3578,27","A84DEE5C-9"
"314","GBP","Tamara","Lal","09.01.2011 00:00:00","1","3578,27","8A913C27-F"
"347","AUD","Marco","Mehta","09.01.2011 00:00:00","1","3399,99","14AEED61-A"
"313","AUD","Haley","Ward","09.01.2011 00:00:00","1","3578,27","1C18D6D6-A"
"311","AUD","Manuel","Fernandez","10.01.2011 00:00:00","1","3578,27","20D310D1-6"
"312","AUD","Kelvin","Liang","10.01.2011 00:00:00","1","3578,27","9D1A33BB-C"
"314","USD","Christian","Jackson","11.01.2011 00:00:00","1","3578,27","DECD1F3D-1"
"313","USD","Alexandria","Hughes","11.01.2011 00:00:00","1","3578,27","87097424-C"
"314","USD","Paige","Murphy","11.01.2011 00:00:00","1","3578,27","582A24F4-5"
"311","FRF","Stacey","Lu","11.01.2011 00:00:00","1","3578,27","13B7125B-F"
"313","FRF","Darrell","Raji","11.01.2011 00:00:00","1","3578,27","C3F68B3B-4"
"311","DEM","Luke","Adams","11.01.2011 00:00:00","1","3578,27","37FF9F0C-9"
"310","AUD","Tabitha","Arthur","11.01.2011 00:00:00","1","3578,27","4DD10D2E-B"
"312","USD","Morgan","Phillips","12.01.2011 00:00:00","1","3578,27","DBF7F65B-A"
"311","USD","Kayla","Long","12.01.2011 00:00:00","1","3578,27","7C7D6DC2-2"
"332","GBP","Cedric","Liang","12.01.2011 00:00:00","1","699,10","9C46B4C4-3"
"350","AUD","Shannon","Wang","12.01.2011 00:00:00","1","3374,99","BDB58133-F"
"310","USD","Jackson","Li","13.01.2011 00:00:00","1","3578,27","76FA8DE8-C"
"310","DEM","Jon","Chander","13.01.2011 00:00:00","1","3578,27","EC93998D-C"
"314","AUD","Tiffany","Gao","13.01.2011 00:00:00","1","3578,27","F22FB67C-9"
"310","AUD","Brenda","Fernandez","13.01.2011 00:00:00","1","3578,27","608D043A-3"
"314","USD","Courtney","Carter","14.01.2011 00:00:00","1","3578,27","E149087A-4"
"313","AUD","Martha","Liang","14.01.2011 00:00:00","1","3578,27","832EC519-E"
"310","AUD","Ebony","Ashe","14.01.2011 00:00:00","1","3578,27","5EA98695-5"
"346","AUD","Jacquelyn","Suarez","14.01.2011 00:00:00","1","3399,99","7A65E2B1-5"
"313","AUD","Krystal","Holt","15.01.2011 00:00:00","1","3578,27","293E3655-2"
"350","AUD","Eugene","Huang","15.01.2011 00:00:00","1","3374,99","4415F817-1"
"312","USD","Evan","Bailey","16.01.2011 00:00:00","1","3578,27","84B9C943-7"
"312","CAD","Gabrielle","Jenkins","16.01.2011 00:00:00","1","3578,27","DF06ACEA-D"
"312","USD","Warren","Ye","16.01.2011 00:00:00","1","3578,27","2082A2DB-C"
"330","USD","Ashley","Washington","16.01.2011 00:00:00","1","699,10","49F98276-5"
"312","AUD","Damien","Huang","16.01.2011 00:00:00","1","3578,27","3549F2D1-6"
"314","AUD","Arthur","Perez","16.01.2011 00:00:00","1","3578,27","6BD7E840-5"
"313","AUD","Roy","Raman","16.01.2011 00:00:00","1","3578,27","916F6F42-0"
"347","AUD","Jessie","Zhao","16.01.2011 00:00:00","1","3399,99","A65B5C7B-5"
"314","DEM","James","Flores","17.01.2011 00:00:00","1","3578,27","14418403-8"
"311","AUD","Troy","Sai","17.01.2011 00:00:00","1","3578,27","F9C83B46-3"
"345","AUD","Clarence","Rai","17.01.2011 00:00:00","1","3399,99","5D05D9B7-4"
"326","AUD","Warren","Zhang","17.01.2011 00:00:00","1","699,10","65064B36-1"
"311","FRF","Melody","Diaz","18.01.2011 00:00:00","1","3578,27","6C7DFE9D-0"
"312","AUD","Monique","Ramos","18.01.2011 00:00:00","1","3578,27","D1BC7FB2-E"
"312","AUD","Melvin","She","18.01.2011 00:00:00","1","3578,27","8453931B-D"
"312","AUD","Cameron","Thompson","18.01.2011 00:00:00","1","3578,27","0C527B9A-9"
"310","USD","Jessica","Sanchez","19.01.2011 00:00:00","1","3578,27","5DEDCF65-7"
"311","FRF","Ivan","Raman","19.01.2011 00:00:00","1","3578,27","5D3D5F82-5"
"344","DEM","Don","Lal","19.01.2011 00:00:00","1","3399,99","EAC2ABFF-5"
"351","GBP","Latoya","Goel","19.01.2011 00:00:00","1","3374,99","9A533D58-7"
"351","USD","Tristan","Butler","19.01.2011 00:00:00","1","3374,99","79E2CFD3-E"
"344","USD","Abigail","Perry","19.01.2011 00:00:00","1","3399,99","6CF4259D-9"
"314","AUD","Dustin","Lal","19.01.2011 00:00:00","1","3578,27","20870B03-D"
"312","AUD","Andres","Lal","19.01.2011 00:00:00","1","3578,27","A17FB26F-2"
"344","AUD","Jon","Yang","19.01.2011 00:00:00","1","3399,99","F2EB88C0-2"
"347","AUD","Jimmy","Moreno","19.01.2011 00:00:00","1","3399,99","8AF89D55-C"
"312","USD","Maria","Henderson","20.01.2011 00:00:00","1","3578,27","88336B22-E"
"342","FRF","Jaime","Gomez","20.01.2011 00:00:00","1","699,10","90FCBF90-E"
"312","AUD","Francis","Ramos","20.01.2011 00:00:00","1","3578,27","C4310215-2"
"310","AUD","Tonya","She","20.01.2011 00:00:00","1","3578,27","5548C9DF-5"
"312","AUD","Danny","Gomez","20.01.2011 00:00:00","1","3578,27","65D103FA-B"
"311","CAD","Brittany","Gonzales","21.01.2011 00:00:00","1","3578,27","CA7522DE-D"
"311","GBP","Blake","Butler","21.01.2011 00:00:00","1","3578,27","6F7A4FA1-9"
"312","FRF","Armando","Moreno","21.01.2011 00:00:00","1","3578,27","3B5C7E52-0"
"314","CAD","Alexa","Sanders","22.01.2011 00:00:00","1","3578,27","F2E875E4-7"
"310","GBP","Savannah","Morris","22.01.2011 00:00:00","1","3578,27","C15EAB77-0"
"328","USD","Samuel","Hernandez","22.01.2011 00:00:00","1","699,10","F2B8496B-9"
"312","AUD","Sandra","Huang","22.01.2011 00:00:00","1","3578,27","1995C214-9"
"312","FRF","Ernest","Lin","23.01.2011 00:00:00","1","3578,27","8262F9A8-B"
"313","DEM","Allen","Garcia","23.01.2011 00:00:00","1","3578,27","930FA9C9-E"
"310","AUD","Fernando","Thompson","23.01.2011 00:00:00","1","3578,27","FFD32B46-B"
"345","AUD","Elizabeth","Johnson","23.01.2011 00:00:00","1","3399,99","1ADCFBE4-B"
"346","AUD","Harold","Sai","23.01.2011 00:00:00","1","3399,99","92A08A16-B"
"312","USD","Bianca","Zheng","24.01.2011 00:00:00","1","3578,27","CB65D772-8"
"350","FRF","Frederick","Suri","24.01.2011 00:00:00","1","3374,99","11A1C535-3"
"350","USD","Tristan","Perry","24.01.2011 00:00:00","1","3374,99","BD5361B1-8"
"311","AUD","Jordyn","Simmons","24.01.2011 00:00:00","1","3578,27","0C96C244-B"
"314","AUD","Dawn","Tang","24.01.2011 00:00:00","1","3578,27","AB7B3C47-6"
"310","AUD","Yolanda","Chander","24.01.2011 00:00:00","1","3578,27","2C6C431B-B"
"312","AUD","Dominique","Garcia","24.01.2011 00:00:00","1","3578,27","5FFF53FA-C"
"346","AUD","Janet","Alvarez","24.01.2011 00:00:00","1","3399,99","675F01FB-C"
"312","USD","Jeremy","Murphy","25.01.2011 00:00:00","1","3578,27","5CD221AD-1"
"310","USD","Aaron","Collins","25.01.2011 00:00:00","1","3578,27","4CC1D36E-2"
"313","USD","Katelyn","Allen","25.01.2011 00:00:00","1","3578,27","D552DB7F-8"
